sign,q,t,p,r,a_plus,a_minus,raw_plus,raw_minus,Zq,selected,nearest_zero,linear,cyclic,scaled_A
+,5987677,1043625,5601251,3362181,79486,-1,1,0,2,0,44576,999049,999049,1.33481
+,5987677,3203208,5601251,5521764,2239069,-1,1,0,2,0,5943100,2739892,2739892,3.66071
-,5995079,264265,5648449,2344045,-1,82364,0,1,0,0,-1,-1,-1,-1
+,5998757,588273,5503859,3557661,1023190,-1,1,0,0,0,-1,-1,-1,-1
+,5998757,1511280,5503859,4480668,1946197,-1,1,0,0,0,-1,-1,-1,-1
+,6002861,1185396,5359633,5044764,3544499,-1,1,0,0,0,-1,-1,-1,-1
+,6007517,1321257,5609431,3709773,488858,-1,1,0,0,0,-1,-1,-1,-1
+,6007517,2732056,5609431,5120572,1899657,-1,1,0,0,0,-1,-1,-1,-1
+,6022747,952921,5620003,3369385,165846,-1,1,0,0,0,-1,-1,-1,-1
+,6022747,3037692,5620003,5454156,2250617,-1,1,0,0,0,-1,-1,-1,-1
-,6028049,55448,5721389,1895408,-1,251211,0,1,0,0,-1,-1,-1,-1
+,6028283,988519,5365267,4966615,3579444,-1,1,0,2,0,1943390,954871,954871,0.633594
-,6042217,368960,5292379,4867988,-1,380877,0,1,0,0,-1,-1,-1,-1
-,6044677,203389,5804431,1644865,-1,36856,0,1,0,0,-1,-1,-1,-1
+,6047329,511761,5359877,4636473,3401308,-1,1,0,0,0,-1,-1,-1,-1
+,6050731,2076087,5511739,5310039,3032252,-1,1,0,0,0,-1,-1,-1,-1
-,6053251,160286,5434129,3875018,-1,458835,0,1,2,0,842241,681955,681955,0.450637
-,6071311,175640,5357719,4457192,-1,537951,0,1,0,0,-1,-1,-1,-1
+,6079159,1679360,5721389,3825980,251211,-1,1,0,2,0,1077988,601372,601372,0.791388
+,6079159,3323557,5721389,5470177,1895408,-1,1,0,2,0,5001170,1677613,1677613,2.20769
+,6083527,2242505,5738077,4315205,649828,-1,1,0,0,0,-1,-1,-1,-1
+,6083527,3015548,5738077,5088248,1422871,-1,1,0,0,0,-1,-1,-1,-1
-,6083927,334941,5401247,4431021,-1,347738,0,1,2,0,1340356,1005415,1005415,0.66103
+,6090499,203772,5327821,4779840,4028087,-1,1,0,0,0,-1,-1,-1,-1
+,6096593,3918730,5895707,5124046,433655,-1,1,0,2,0,5489514,1570784,1570784,2.0612
+,6096593,4256735,5895707,5462051,771660,-1,1,0,2,0,5489514,1232779,1232779,1.61766
-,6099887,110146,5453359,3989314,-1,536381,0,1,0,0,-1,-1,-1,-1
+,6100781,322861,5338667,4895545,4129562,-1,1,0,2,0,2574144,2251283,2251283,1.47606
+,6113161,1715405,5566073,4997933,2714388,-1,1,0,2,0,1510283,205122,205122,0.134217
+,6137801,3600610,5884951,5117710,749859,-1,1,0,0,0,-1,-1,-1,-1
+,6137801,3617991,5884951,5135091,767240,-1,1,0,0,0,-1,-1,-1,-1
-,6141491,95806,5841791,1894006,-1,203893,0,1,0,0,-1,-1,-1,-1
+,6159547,583706,5430443,4958330,3902511,-1,1,0,2,0,665521,81815,81815,0.0531305
+,6159869,3168159,5891759,4776819,493720,-1,1,0,0,0,-1,-1,-1,-1
+,6159869,3789378,5891759,5398038,1114939,-1,1,0,0,0,-1,-1,-1,-1
+,6160639,488308,5433619,4850428,3778929,-1,1,0,0,0,-1,-1,-1,-1
+,6168377,1260282,5579131,4795758,2752103,-1,1,0,2,0,290586,969696,969696,0.628818
+,6172291,1184153,5694109,4053245,1228228,-1,1,0,0,0,-1,-1,-1,-1
+,6172291,1596788,5694109,4465880,1640863,-1,1,0,0,0,-1,-1,-1,-1
+,6175067,2045901,5610953,5430585,3204316,-1,1,0,0,0,-1,-1,-1,-1
+,6182879,4904333,6071099,5575013,174594,-1,1,0,0,0,-1,-1,-1,-1
+,6182879,5225824,6071099,5896504,496085,-1,1,0,0,0,-1,-1,-1,-1
+,6193123,869964,5556743,4688244,2949781,-1,1,0,0,0,-1,-1,-1,-1
+,6212203,1535180,5770321,4186472,1067443,-1,1,0,2,0,784302,750878,750878,0.966972
+,6212203,2051585,5770321,4702877,1583848,-1,1,0,2,0,784302,1267283,1267283,1.63199
-,6218749,363323,5575397,4223435,-1,280028,0,1,0,0,-1,-1,-1,-1
+,6223601,2673671,5722603,5679659,2963044,-1,1,0,2,0,1767587,906084,906084,0.582354
-,6226477,123416,5649649,3584384,-1,453411,0,1,0,0,-1,-1,-1,-1
-,6235399,561926,5595257,4402778,-1,78215,0,1,2,0,808075,246149,246149,0.157904
+,6245153,1584719,5616383,5357339,3513576,-1,1,0,0,0,-1,-1,-1,-1
+,6245557,4675217,6101549,5539265,301764,-1,1,0,0,0,-1,-1,-1,-1
+,6245557,4935736,6101549,5799784,562283,-1,1,0,0,0,-1,-1,-1,-1
+,6278527,2137511,5745583,5335175,2787256,-1,1,0,0,0,-1,-1,-1,-1
-,6279997,25358,5462239,4931906,-1,792399,0,1,2,0,1323132,1297774,1297774,0.826608
+,6280289,11575,5544179,4428235,3300716,-1,1,0,0,0,-1,-1,-1,-1
+,6293137,498673,5666527,4258333,2351466,-1,1,0,2,0,269909,228764,228764,0.145405
+,6298231,5042848,6193651,5670328,104157,-1,1,0,0,0,-1,-1,-1,-1
+,6298231,5462013,6193651,6089493,523322,-1,1,0,0,0,-1,-1,-1,-1
+,6299771,1534145,5659469,5375957,3558300,-1,1,0,0,0,-1,-1,-1,-1
-,6300601,13083,6164177,831627,-1,123340,0,1,2,0,2290756,2277673,2277673,1.446
+,6301913,1872744,5737057,5261880,2913959,-1,1,0,0,0,-1,-1,-1,-1
+,6315943,1571763,5875169,4216407,985882,-1,1,0,0,0,-1,-1,-1,-1
+,6315943,2244642,5875169,4889286,1658761,-1,1,0,0,0,-1,-1,-1,-1
-,6318409,48459,5685557,3845571,-1,584392,0,1,2,0,3039969,2991510,2991510,1.89384
+,6322513,2511382,5810521,5583334,2844765,-1,1,0,0,0,-1,-1,-1,-1
+,6323027,2726744,6009569,4607492,478671,-1,1,0,0,0,-1,-1,-1,-1
+,6323027,3650149,6009569,5530897,1402076,-1,1,0,0,0,-1,-1,-1,-1
+,6323441,512737,5627899,4685989,3231342,-1,1,0,0,0,-1,-1,-1,-1
-,6324137,334171,5857531,3133807,-1,132434,0,1,0,0,-1,-1,-1,-1
+,6340219,1831869,5790677,5129121,2635696,-1,1,0,0,0,-1,-1,-1,-1
+,6344771,359114,5493883,5464442,5075887,-1,1,0,0,0,-1,-1,-1,-1
+,6353351,13830,5606323,4495998,3371843,-1,1,0,0,0,-1,-1,-1,-1
+,6363923,821874,5901617,3595710,467929,-1,1,0,2,0,626044,195830,195830,0.246175
+,6363923,2659851,5901617,5433687,2305906,-1,1,0,2,0,626044,2033807,2033807,2.55667
+,6364637,2408051,6042791,4339127,227412,-1,1,0,0,0,-1,-1,-1,-1
+,6364637,3884302,6042791,5815378,1703663,-1,1,0,0,0,-1,-1,-1,-1
+,6369799,1074313,5861309,4125253,1314884,-1,1,0,0,0,-1,-1,-1,-1
+,6369799,1495484,5861309,4546424,1736055,-1,1,0,0,0,-1,-1,-1,-1
-,6387683,99629,5809633,3567929,-1,478420,0,1,0,0,-1,-1,-1,-1
-,6392717,469644,5571233,5398548,-1,351839,0,1,0,0,-1,-1,-1,-1
+,6400921,1392985,5721389,5470177,3825980,-1,1,0,4,0,422677,970308,970308,1.21271
+,6402653,812506,5800981,4422538,2231589,-1,1,0,0,0,-1,-1,-1,-1
+,6406789,1058454,5667097,5496606,4267661,-1,1,0,0,0,-1,-1,-1,-1
+,6424469,6279111,6410891,6360579,31156,-1,1,0,0,0,-1,-1,-1,-1
+,6424469,6298266,6410891,6379734,50311,-1,1,0,0,0,-1,-1,-1,-1
-,6429419,445874,5775983,4366490,-1,207561,0,1,2,0,3166759,2720885,2720885,1.69277
+,6430793,731055,5952259,3602259,521204,-1,1,0,0,0,-1,-1,-1,-1
+,6430793,2559850,5952259,5431054,2349999,-1,1,0,0,0,-1,-1,-1,-1
-,6435991,54140,5630351,4887980,-1,751499,0,1,0,0,-1,-1,-1,-1
+,6438199,2306701,6046093,4659337,965880,-1,1,0,0,0,-1,-1,-1,-1
+,6438199,2727576,6046093,5080212,1386755,-1,1,0,0,0,-1,-1,-1,-1
+,6442883,1635316,5827001,5330608,3198899,-1,1,0,0,0,-1,-1,-1,-1
-,6443293,286082,5876021,3689714,-1,281189,0,1,2,0,1825711,1539629,1539629,0.955803
-,6459907,115839,5843041,3817035,-1,501026,0,1,2,0,2320571,2204732,2204732,1.36518
+,6461563,2927477,6109837,5037833,1038352,-1,1,0,0,0,-1,-1,-1,-1
+,6461563,2961128,6109837,5071484,1072003,-1,1,0,0,0,-1,-1,-1,-1
+,6462647,912246,5919751,4169622,1507247,-1,1,0,0,0,-1,-1,-1,-1
+,6462647,1155127,5919751,4412503,1750128,-1,1,0,0,0,-1,-1,-1,-1
+,6467789,2384359,5938297,5561311,2799966,-1,1,0,0,0,-1,-1,-1,-1
-,6489361,333631,6070489,2846863,-1,85240,0,1,0,0,-1,-1,-1,-1
+,6493309,2928641,6146369,5010281,945552,-1,1,0,0,0,-1,-1,-1,-1
+,6493309,3119176,6146369,5200816,1136087,-1,1,0,0,0,-1,-1,-1,-1
+,6495367,1058745,6072527,3595785,60298,-1,1,0,2,0,2926991,1868246,1868246,2.30102
+,6495367,3475188,6072527,6012228,2476741,-1,1,0,2,0,3568375,93187,93187,0.114773
+,6497347,1480042,6085741,3949678,333573,-1,1,0,4,0,2247027,766985,766985,1.88873
+,6497347,3282531,6085741,5752167,2136062,-1,1,0,4,0,4250319,967788,967788,2.38322
+,6508367,472598,5928047,3954518,1508391,-1,1,0,2,0,742166,269568,269568,0.331349
+,6508367,937735,5928047,4419655,1973528,-1,1,0,2,0,742166,195569,195569,0.240391
+,6513373,240665,5840347,4278821,2476630,-1,1,0,6,0,1352708,1112043,1112043,2.04879
+,6519683,3205885,6236911,4902517,362238,-1,1,0,0,0,-1,-1,-1,-1
+,6519683,4178040,6236911,5874672,1334393,-1,1,0,0,0,-1,-1,-1,-1
+,6524183,2045995,5938297,5561311,3138330,-1,1,0,0,0,-1,-1,-1,-1
-,6540977,38109,5725693,4929813,-1,777174,0,1,0,0,-1,-1,-1,-1
+,6544039,2418793,6155761,4748461,922368,-1,1,0,0,0,-1,-1,-1,-1
+,6544039,2903724,6155761,5233392,1407299,-1,1,0,0,0,-1,-1,-1,-1
+,6544277,1052496,6082751,3821652,508057,-1,1,0,2,0,260380,792116,792116,0.968316
+,6544277,2805537,6082751,5574693,2261098,-1,1,0,2,0,260380,2545157,2545157,3.11131
+,6544883,1228755,5881339,5210019,3309944,-1,1,0,2,0,648685,580070,580070,0.354518
-,6555397,429356,5772317,5127836,-1,353723,0,1,2,0,709284,279928,279928,0.170808
+,6556723,429919,5684641,5662411,5210262,-1,1,0,0,0,-1,-1,-1,-1
+,6557099,2020256,6168691,4350704,512461,-1,1,0,6,0,1760758,259498,259498,0.949803
+,6557099,3325781,6168691,5656229,1817986,-1,1,0,6,0,3449158,123377,123377,0.451579
+,6579961,51852,5864513,4344540,2772715,-1,1,0,2,0,1897196,1845344,1845344,1.1218
+,6591743,52609,6025849,3447973,817488,-1,1,0,0,0,-1,-1,-1,-1
+,6591743,1812996,6025849,5208360,2577875,-1,1,0,0,0,-1,-1,-1,-1
+,6604733,590659,5925253,4667539,2819166,-1,1,0,0,0,-1,-1,-1,-1
-,6605377,201170,6149861,2934266,-1,254345,0,1,0,0,-1,-1,-1,-1
+,6607957,1909714,6191197,4410274,719637,-1,1,0,0,0,-1,-1,-1,-1
+,6607957,2970999,6191197,5471559,1780922,-1,1,0,0,0,-1,-1,-1,-1
+,6608647,3973717,6358997,5471617,610520,-1,1,0,0,0,-1,-1,-1,-1
+,6608647,4250576,6358997,5748476,887379,-1,1,0,0,0,-1,-1,-1,-1
+,6610067,1747083,6127609,4641831,1408970,-1,1,0,0,0,-1,-1,-1,-1
+,6610067,1823890,6127609,4718638,1485777,-1,1,0,0,0,-1,-1,-1,-1
-,6615043,642350,5965877,4537346,-1,6815,0,1,0,0,-1,-1,-1,-1
+,6616529,1862724,6229507,4184856,277481,-1,1,0,0,0,-1,-1,-1,-1
+,6616529,3629893,6229507,5952025,2044650,-1,1,0,0,0,-1,-1,-1,-1
-,6618727,152508,5884331,4558884,-1,581887,0,1,0,0,-1,-1,-1,-1
+,6628007,862342,6108191,3981238,991943,-1,1,0,0,0,-1,-1,-1,-1
+,6628007,1997351,6108191,5116247,2126952,-1,1,0,0,0,-1,-1,-1,-1
+,6628571,667021,5907331,4994461,3414570,-1,1,0,0,0,-1,-1,-1,-1
+,6628729,2142694,6282929,4217494,9365,-1,1,0,0,0,-1,-1,-1,-1
+,6628729,4198763,6282929,6273563,2065434,-1,1,0,0,0,-1,-1,-1,-1
+,6629387,686353,5845783,5387977,4243818,-1,1,0,0,0,-1,-1,-1,-1
+,6634949,1499412,5950019,5608992,3768553,-1,1,0,0,0,-1,-1,-1,-1
+,6638339,417919,5876021,4991827,3689714,-1,1,0,0,0,-1,-1,-1,-1
+,6643699,2201086,6017411,5958814,3699131,-1,1,0,0,0,-1,-1,-1,-1
-,6644177,406934,6209527,3014834,-1,27715,0,1,0,0,-1,-1,-1,-1
+,6652187,1386905,6025631,5146241,2879946,-1,1,0,0,0,-1,-1,-1,-1
+,6652553,303739,5925253,4667539,3106086,-1,1,0,2,0,378502,74763,74763,0.044953
-,6655729,285100,6190259,3077920,-1,180369,0,1,2,0,38434,246666,246666,0.148243
-,6662813,378471,5998351,4365243,-1,285990,0,1,0,0,-1,-1,-1,-1
+,6662857,1669304,6011573,5577008,3473139,-1,1,0,0,0,-1,-1,-1,-1
+,6678853,4110765,6480373,5301645,12152,-1,1,0,0,0,-1,-1,-1,-1
+,6678853,5277340,6480373,6468220,1178727,-1,1,0,0,0,-1,-1,-1,-1
+,6684449,332671,6060037,4079143,1765578,-1,1,0,6,0,81733,250938,250938,1.80195
+,6684449,547986,6060037,4294458,1980893,-1,1,0,6,0,81733,466253,466253,3.34809
+,6684449,2612408,6359231,4563716,155793,-1,1,0,6,0,3342195,729787,729787,5.24049
+,6684449,4252129,6359231,6203437,1795514,-1,1,0,6,0,3342253,909876,909876,6.53368
+,6690379,4317150,6469423,5642886,499199,-1,1,0,2,0,4870145,552995,552995,0.661242
+,6690379,4644487,6469423,5970223,826536,-1,1,0,2,0,4870145,225658,225658,0.26983
-,6697051,18042,6198911,3006882,-1,480097,0,1,2,0,500968,482926,482926,0.288441
+,6697651,4104170,6459097,5535494,507721,-1,1,0,0,0,-1,-1,-1,-1
+,6697651,4520051,6459097,5951375,923602,-1,1,0,0,0,-1,-1,-1,-1
+,6702469,2410613,6102773,6008789,3504192,-1,1,0,2,0,1280377,1130236,1130236,0.674519
+,6710269,1799198,6095263,5489234,3084007,-1,1,0,0,0,-1,-1,-1,-1
-,6719917,289400,5993539,4647668,-1,436977,0,1,4,0,1329980,1040580,1040580,1.2388
+,6729487,953998,5993201,5371714,3796229,-1,1,0,2,0,504349,449649,449649,0.267271
-,6731783,56316,6105569,3813600,-1,569897,0,1,0,0,-1,-1,-1,-1
+,6732469,3582972,6476581,5118300,177047,-1,1,0,0,0,-1,-1,-1,-1
+,6732469,4764205,6476581,6299533,1358280,-1,1,0,0,0,-1,-1,-1,-1
+,6738269,2571171,6168527,5989623,3239548,-1,1,0,0,0,-1,-1,-1,-1
+,6741961,2236548,6310673,4824276,1101331,-1,1,0,2,0,1823293,413255,413255,0.490368
+,6741961,2621613,6310673,5209341,1486396,-1,1,0,2,0,1823293,798320,798320,0.947285
+,6764239,1454676,6277339,4376076,1020137,-1,1,0,0,0,-1,-1,-1,-1
+,6764239,2335801,6277339,5257201,1901262,-1,1,0,0,0,-1,-1,-1,-1
+,6796969,1817480,6104057,5974952,4028367,-1,1,0,0,0,-1,-1,-1,-1
+,6801797,1053727,6236179,4447435,1604964,-1,1,0,0,0,-1,-1,-1,-1
+,6801797,1237506,6236179,4631214,1788743,-1,1,0,0,0,-1,-1,-1,-1
+,6818621,558328,5946313,5792176,5079711,-1,1,0,0,0,-1,-1,-1,-1
+,6825437,1411569,6354479,4237317,708586,-1,1,0,2,0,3196714,1785145,1785145,2.09234
+,6825437,2820144,6354479,5645892,2117161,-1,1,0,2,0,3196714,376570,376570,0.441372
+,6825799,2428247,6244531,5915855,3158932,-1,1,0,0,0,-1,-1,-1,-1
+,6831113,185629,6319727,3253945,2534,-1,1,0,0,0,-1,-1,-1,-1
+,6831113,3248876,6319727,6317192,3065781,-1,1,0,0,0,-1,-1,-1,-1
+,6833243,18518,5866457,5819234,5753493,-1,1,0,0,0,-1,-1,-1,-1
+,6842417,2233202,6406321,4849778,1060033,-1,1,0,0,0,-1,-1,-1,-1
+,6842417,2729711,6406321,5346287,1556542,-1,1,0,0,0,-1,-1,-1,-1
+,6848929,1367724,6210289,5199564,2821115,-1,1,0,2,0,2405096,1037372,1037372,0.605859
-,6866329,156365,6187837,4227317,-1,522126,0,1,2,0,3290841,3134476,3134476,1.826
+,6868231,424236,6115267,4942020,3344537,-1,1,0,0,0,-1,-1,-1,-1
-,6877837,454887,6295519,3948795,-1,127430,0,1,0,0,-1,-1,-1,-1
-,6885883,203158,6028801,5345650,-1,653923,0,1,0,0,-1,-1,-1,-1
+,6886349,2756793,6506243,5037429,811822,-1,1,0,0,0,-1,-1,-1,-1
+,6886349,3413784,6506243,5694420,1468813,-1,1,0,0,0,-1,-1,-1,-1
+,6898907,138571,6059653,5174095,4149966,-1,1,0,2,0,1097128,958557,958557,0.555773
-,6912281,268884,6330551,3759264,-1,312845,0,1,2,0,3271969,3003085,3003085,1.73783
-,6914111,107525,6384991,3282245,-1,421594,0,1,0,0,-1,-1,-1,-1
+,6917821,2273936,6270347,6158780,3773277,-1,1,0,0,0,-1,-1,-1,-1
-,6919463,116653,6744523,1166293,-1,58286,0,1,2,0,339334,222681,222681,0.128727
+,6924193,177709,6296611,3943201,1412082,-1,1,0,2,0,386359,208650,208650,0.241068
+,6924193,1119036,6296611,4884528,2353409,-1,1,0,2,0,386359,732677,732677,0.846513
+,6928609,877941,6386099,4133001,1001962,-1,1,0,0,0,-1,-1,-1,-1
+,6928609,2129076,6386099,5384136,2253097,-1,1,0,0,0,-1,-1,-1,-1
+,6932609,224692,6224483,4473448,2497721,-1,1,0,2,0,329647,104955,104955,0.0605573
+,6936973,4490015,6696643,5931995,677332,-1,1,0,2,0,6620019,2130004,2130004,2.45641
+,6936973,4577330,6696643,6019310,764647,-1,1,0,2,0,6620019,2042689,2042689,2.35571
+,6949297,2692149,6530947,5202249,1181402,-1,1,0,2,0,3148727,456578,456578,0.525611
+,6949297,2839444,6530947,5349544,1328697,-1,1,0,2,0,3148727,309283,309283,0.356045
-,6982907,111808,6021109,5882596,-1,849989,0,1,0,0,-1,-1,-1,-1
+,6989063,92606,6145753,5152466,4066573,-1,1,0,2,0,220285,127679,127679,0.0730736
+,6991013,2414903,6592609,4805327,603142,-1,1,0,2,0,1859400,555503,555503,0.635677
+,6991013,3599042,6592609,5989466,1787281,-1,1,0,2,0,5131612,1532570,1532570,1.75376
+,6997873,573026,6154189,5635130,4543045,-1,1,0,0,0,-1,-1,-1,-1
-,6998561,194773,6294697,4417957,-1,509090,0,1,0,0,-1,-1,-1,-1
+,7003991,94041,6199027,4923825,3554582,-1,1,0,0,0,-1,-1,-1,-1
+,7009307,3010095,6445381,6393651,3331826,-1,1,0,0,0,-1,-1,-1,-1
+,7009757,259641,6216887,5016861,3557194,-1,1,0,2,0,2232887,1973246,1973246,1.126
+,7014131,1733991,6560053,4458459,622874,-1,1,0,2,0,2349958,615967,615967,0.702544
+,7014131,3212710,6560053,5937178,2101593,-1,1,0,2,0,2349958,862752,862752,0.984016
+,7016413,1784527,6277339,6218971,4376076,-1,1,0,0,0,-1,-1,-1,-1
+,7020641,832466,6152687,6040190,5095227,-1,1,0,0,0,-1,-1,-1,-1
-,7034519,601209,6398621,4416597,-1,34688,0,1,0,0,-1,-1,-1,-1
+,7039667,1264446,6255203,5971230,4422811,-1,1,0,0,0,-1,-1,-1,-1
+,7045757,2760088,6704099,4810036,155885,-1,1,0,0,0,-1,-1,-1,-1
+,7045757,4498265,6704099,6548213,1894062,-1,1,0,0,0,-1,-1,-1,-1
+,7051633,695360,6232781,5608472,4288803,-1,1,0,0,0,-1,-1,-1,-1
+,7067209,2057986,6573341,5021194,1411061,-1,1,0,0,0,-1,-1,-1,-1
+,7067209,2199071,6573341,5162279,1552146,-1,1,0,0,0,-1,-1,-1,-1
+,7071943,5385901,6915863,6322381,342998,-1,1,0,0,0,-1,-1,-1,-1
+,7071943,5636384,6915863,6572864,593481,-1,1,0,0,0,-1,-1,-1,-1
+,7076093,1305583,6500779,4757467,1708572,-1,1,0,0,0,-1,-1,-1,-1
+,7076093,1340322,6500779,4792206,1743311,-1,1,0,0,0,-1,-1,-1,-1
+,7080011,411377,6270751,5266937,3851746,-1,1,0,0,0,-1,-1,-1,-1
+,7080893,454793,6558271,3590525,167986,-1,1,0,0,0,-1,-1,-1,-1
+,7080893,3254552,6558271,6390284,2967745,-1,1,0,0,0,-1,-1,-1,-1
+,7096853,401803,6377081,4720435,2661986,-1,1,0,4,0,221530,180273,180273,0.203215
+,7109273,825358,6264421,5894470,4699161,-1,1,0,0,0,-1,-1,-1,-1
+,7112717,1101180,6618013,4069404,419615,-1,1,0,2,0,2173416,1072236,1072236,1.20599
+,7112717,3230173,6618013,6198397,2548608,-1,1,0,2,0,2173416,1056757,1056757,1.18858
+,7120063,1393403,6386207,5796539,3813468,-1,1,0,2,0,3527050,2133647,2133647,1.19867
+,7122449,3457238,6772163,5558954,888507,-1,1,0,0,0,-1,-1,-1,-1
+,7122449,3781939,6772163,5883655,1213208,-1,1,0,0,0,-1,-1,-1,-1
+,7128307,334999,6310919,5239327,3832736,-1,1,0,2,0,1379163,1044164,1044164,0.585925
+,7137517,2847982,6565093,6282526,3151977,-1,1,0,4,0,3424098,576116,576116,0.645733
-,7137677,532698,6452359,4644606,-1,152619,0,1,0,0,-1,-1,-1,-1
+,7148893,3763546,6845981,5581018,552509,-1,1,0,2,0,5910315,2146769,2146769,2.40235
+,7148893,4475999,6845981,6293471,1264962,-1,1,0,2,0,5910315,1434316,1434316,1.60508
+,7150691,92788,6396661,4616968,2744487,-1,1,0,4,0,235030,142242,142242,0.159137
+,7157963,782525,6459049,4976009,2710444,-1,1,0,0,0,-1,-1,-1,-1
+,7164631,621243,6511031,4542843,1953412,-1,1,0,0,0,-1,-1,-1,-1
+,7164631,636018,6511031,4557618,1968187,-1,1,0,0,0,-1,-1,-1,-1
-,7170671,163830,6827839,2220822,-1,179001,0,1,0,0,-1,-1,-1,-1
+,7177481,2305061,6721541,5040701,1054800,-1,1,0,4,0,3531726,1226665,1226665,2.73447
+,7177481,2931100,6721541,5666740,1680839,-1,1,0,4,0,3531726,600626,600626,1.33891
-,7179079,816554,6348247,5801546,-1,14277,0,1,0,0,-1,-1,-1,-1
+,7202053,405992,6410891,5152964,3489045,-1,1,0,0,0,-1,-1,-1,-1
+,7205111,686668,6597589,4331800,1379343,-1,1,0,0,0,-1,-1,-1,-1
+,7205111,1573113,6597589,5218245,2265788,-1,1,0,0,0,-1,-1,-1,-1
+,7206247,1225683,6620291,4741419,1636864,-1,1,0,0,0,-1,-1,-1,-1
+,7206247,1467690,6620291,4983426,1878871,-1,1,0,0,0,-1,-1,-1,-1
-,7218397,186076,7003543,1475200,-1,28777,0,1,2,0,2818285,2632209,2632209,1.45861
+,7221733,1417904,6717077,4445840,756699,-1,1,0,0,0,-1,-1,-1,-1
+,7221733,2932441,6717077,5960377,2271236,-1,1,0,0,0,-1,-1,-1,-1
+,7225997,3505294,6897643,5475418,547899,-1,1,0,0,0,-1,-1,-1,-1
+,7225997,4379619,6897643,6349743,1422224,-1,1,0,0,0,-1,-1,-1,-1
+,7227973,1318377,6771197,4059033,28492,-1,1,0,0,0,-1,-1,-1,-1
+,7227973,4002048,6771197,6742704,2712163,-1,1,0,0,0,-1,-1,-1,-1
-,7239487,746961,6480373,5301645,-1,12152,0,1,0,0,-1,-1,-1,-1
+,7240553,1800375,6474019,6399579,4524764,-1,1,0,0,0,-1,-1,-1,-1
+,7243937,2759277,6606487,6583977,3802190,-1,1,0,2,0,3376569,617292,617292,0.34086
+,7245929,1086866,6637181,4739354,1754661,-1,1,0,0,0,-1,-1,-1,-1
+,7245929,1230031,6637181,4882519,1897826,-1,1,0,0,0,-1,-1,-1,-1
+,7250987,1503043,6459121,6254239,4546314,-1,1,0,0,0,-1,-1,-1,-1
-,7254857,300572,6576077,4373252,-1,378207,0,1,0,0,-1,-1,-1,-1
+,7259801,782618,6682693,4245266,1025221,-1,1,0,0,0,-1,-1,-1,-1
+,7259801,2194823,6682693,5657471,2437426,-1,1,0,0,0,-1,-1,-1,-1
-,7260277,290576,6492569,4896824,-1,477131,0,1,2,0,2328844,2038268,2038268,1.12297
+,7264597,4271686,7009777,5800606,319749,-1,1,0,0,0,-1,-1,-1,-1
+,7264597,5161107,7009777,6690027,1209170,-1,1,0,0,0,-1,-1,-1,-1
-,7270931,262818,6307121,6045678,-1,700991,0,1,2,0,2996891,2734073,2734073,1.50411
-,7276039,166470,7092307,1268862,-1,17261,0,1,0,0,-1,-1,-1,-1
+,7293079,1569738,6571421,5899686,3658213,-1,1,0,0,0,-1,-1,-1,-1
+,7295201,1230591,6748799,4509003,1038616,-1,1,0,0,0,-1,-1,-1,-1
+,7295201,2431770,6748799,5710182,2239795,-1,1,0,0,0,-1,-1,-1,-1
-,7302929,38662,7223543,514978,-1,40723,0,1,0,0,-1,-1,-1,-1
+,7306661,4537320,7092307,5823444,17261,-1,1,0,2,0,6092388,1555068,1555068,1.70263
+,7306661,5788921,7092307,7075045,1268862,-1,1,0,2,0,6092388,303467,303467,0.332263
-,7314127,532626,6714193,4132230,-1,67307,0,1,0,0,-1,-1,-1,-1
+,7316299,2542244,6928421,4869512,268359,-1,1,0,2,0,1248373,1293871,1293871,1.41478
+,7316299,4332793,6928421,6660061,2058908,-1,1,0,2,0,6067925,1735132,1735132,1.89728
-,7316359,380030,6405187,5847062,-1,531141,0,1,0,0,-1,-1,-1,-1
+,7325209,5939771,7212013,6618947,86110,-1,1,0,0,0,-1,-1,-1,-1
+,7325209,6446726,7212013,7125902,593065,-1,1,0,0,0,-1,-1,-1,-1
+,7331501,1318612,6614539,5620384,3307617,-1,1,0,4,0,1391958,73346,73346,0.0800338
+,7345931,788190,6490111,5923110,4567919,-1,1,0,4,0,1538301,750111,750111,0.8169
-,7347407,11200,6604187,4470520,-1,732019,0,1,0,0,-1,-1,-1,-1
+,7357993,100477,6589969,4708621,2726796,-1,1,0,0,0,-1,-1,-1,-1
+,7366607,1239837,6838241,4410033,741988,-1,1,0,4,0,1762851,523014,523014,1.13597
+,7366607,2926056,6838241,6096252,2428207,-1,1,0,4,0,1946592,979464,979464,2.12736
-,7377817,376594,6824809,3694642,-1,176413,0,1,0,0,-1,-1,-1,-1
+,7380199,1139502,6601223,5813358,3885991,-1,1,0,0,0,-1,-1,-1,-1
+,7386961,3312179,7046491,5354999,351328,-1,1,0,0,0,-1,-1,-1,-1
+,7386961,4652342,7046491,6695162,1691491,-1,1,0,0,0,-1,-1,-1,-1
+,7387201,1337594,6713717,5378498,2705685,-1,1,0,0,0,-1,-1,-1,-1
+,7391519,2002011,6624659,6603171,4579672,-1,1,0,2,0,698177,1303834,1303834,0.705584
+,7403197,5391210,7204261,6584826,574181,-1,1,0,0,0,-1,-1,-1,-1
+,7403197,5436463,7204261,6630079,619434,-1,1,0,0,0,-1,-1,-1,-1
